,Gene,ENSEMBL_ID,Brum.HAP1.GTS,Brum.KBM7.GTS,Saba15.KBM7.cs,Saba15.KBM7.fdr,Saba15.K562.cs,Saba15.K562.fdr,Saba15.Jiyoye.cs,Saba15.Jiyoye.fdr,Saba15.Raji.cs,Saba15.Raji.fdr,Saba17.EOL1,Saba17.HEL,Saba17.MOLM13,Saba17.MonoMac1,Saba17.NB4.rep1,Saba17.NB4.rep2,Saba17.OCI.AML2,Saba17.OCI.AML3,Saba17.OCI.AML5,Saba17.P31.FUJ,Saba17.PL21,Saba17.SKM1,Saba17.TF1,Saba17.THP1,Weis16.csa.MW.pvalue,Weis16.csa.avg,Weis16.csi.MW.pvalue,Weis16.csi.avg,inactivating.mutation,deletion,down_reg_hema_cancer,CGC_tier,Tumour.Types.Somatic.,Tumour.Types.Germline.,Role.in.Cancer,Mutation.Types,GeneType,TSgene
73,KRIT1,ENSG00000001631,0.53,0.481481481,0.083,0.510968073,0,0.509960437,-0.08,0.984064345,0.445,0.309549762,-0.03,0.254,-0.004,0.256,-0.184,-0.603,0.241,-0.887,0.259,0.346,0.384,1.362,0.313,-0.241,0.714781538,-0.000464317,0.613466582,0.0195499,,,,0,NA,NA,NA,NA,protein-coding,1
74,LRCH4,ENSG00000077454,0.54,0.497476871,-0.194,0.773667975,-0.315,0.288599274,0.131,0.7623712,0.019,0.837640194,-0.167,0.206,0.352,-0.051,0.064,0.236,-0.184,0.02,-0.158,-0.444,-0.141,-0.45,-0.195,-0.003,0.469969664,0.005314967,0.034977287,-0.036265252,,,,0,NA,NA,NA,NA,NA,0
75,PLOD3,ENSG00000106397,0.52,0.520547945,-0.2,0.635618195,-0.41,0.301527631,0.383,0.276152811,-0.062,0.995522684,0.134,0.087,-0.155,-0.198,0.077,-0.191,0.058,-0.686,-0.432,-0.258,-0.27,-0.319,-0.269,-0.175,0.896780291,-0.026065799,0.224645989,-0.014343361,,,,0,NA,NA,NA,NA,NA,0
76,POLD2,ENSG00000106628,0.25,0.207792208,-2.375,0.000172262,-2.895,0.000675671,-3.058,1.86E-05,-1.718,0.000154401,-2.417,-3.146,-2.7,-1.838,-2.118,-2.35,-2.187,-2.225,-3.504,-3.275,-2.019,-2.306,-3.45,-3.567,0.137058611,-0.012418613,7.45E-06,-0.205830273,,,,0,NA,NA,NA,NA,NA,0
77,ZDHHC4,ENSG00000136247,0.5,0.50877193,-0.003,0.819807593,-0.284,0.846173675,-0.119,0.940321428,0.045,0.980167254,0.042,0.315,-0.034,-0.374,-0.117,-0.38,0.123,-0.217,0.184,0.037,-0.293,-0.033,-0.054,-0.133,0.261809221,-0.020650853,0.505855045,-0.030522538,,,,0,NA,NA,NA,NA,NA,0
78,ZNF92,ENSG00000146757,0.45,0.513793103,-0.106,0.763016157,-0.03,0.17509466,-0.014,0.884410888,-0.22,0.927968854,0.089,-0.008,-0.572,0.323,-0.054,0.047,0.039,0.006,-0.301,0.014,0.606,-0.001,-0.088,-0.202,0.388682998,0.000946887,0.595585633,-0.009681434,,,,0,NA,NA,NA,NA,NA,0
79,AGK,ENSG00000006530,0.48,0.46975089,0.149,0.306846641,0.136,0.531932674,-0.06,0.953208299,0.354,0.211214786,-0.283,0.257,1.22,0.008,0.46,0.479,0.469,0.043,0.438,-0.228,0.19,0.158,0.201,0.112,0.508260861,-0.013950444,0.101178886,-0.010988332,,,,0,NA,NA,NA,NA,NA,0
80,TARP,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.122,1.103,-0.133,0.152,0.114,0.211,0.438,0.113,0.455,0.045,0.048,0.575,0.65,0.539946212,-0.012642393,0.443288315,-0.00994937,,,,0,NA,NA,NA,NA,NA,0
81,ZNF467,ENSG00000181444,0.5,0.483539095,0.305,0.222887913,-0.287,0.776354212,0.607,0.015012933,0.354,0.121321492,0.099,0.007,0.11,0.375,0.059,0.1,0.264,0.056,-0.191,0.107,0.139,-0.204,0.507,0.231,0.750524623,0.006712874,0.359182048,-0.020232082,,,,0,NA,NA,NA,NA,NA,0
82,EN2,ENSG00000164778,0.53,1,0.164,0.535074099,0.502,0.322015902,0.579,0.046508866,0.388,0.367299066,0.344,0.417,0.298,0.061,0.631,0.341,0.465,0.033,0.052,0.211,0.071,0.293,0.594,0.128,0.011153114,0.022285375,0.415408236,-0.004036234,,,,0,NA,NA,NA,NA,NA,0
83,AP5Z1,ENSG00000242802,0.53,0.581395349,0.057,0.456090639,-0.018,0.87192213,0.741,0.040515936,-0.093,0.991635532,-0.179,-0.122,0.412,-0.19,-0.376,-0.176,-0.066,-0.429,0.089,0.246,-0.235,-0.226,-0.235,-0.046,0.273577996,0.004538938,0.034254179,-0.031518481,,,,0,NA,NA,NA,NA,NA,0
84,SEMA3D,ENSG00000153993,0.49,0.523281596,0.127,0.593869818,0.567,0.084909841,0.523,0.04951175,0.258,0.208132094,0.176,0.225,0.096,-0.298,0.534,0.204,0.329,-0.158,0.575,0.046,0.415,0.372,0.198,0.198,0.59983649,0.008923937,0.475264074,-0.00448863,,,,0,NA,NA,NA,NA,NA,0
85,TAS2R40,ENSG00000221937,NA,NA,0.419,0.035364283,0.24,0.20938598,0.6,0.001653446,0.337,0.126176014,-0.227,0.035,0.183,0.299,0.035,0.438,0.304,0.152,0.193,0.222,0.029,0.102,0.288,0.291,0.348992267,-0.006772609,0.622700832,-0.011130731,,,,0,NA,NA,NA,NA,NA,0
86,CASP2,ENSG00000106144,0.58,0.526315789,0.305,0.092937662,0.645,0.014590205,0.365,0.376244258,0.47,0.024668037,0.103,0.439,0.051,0.555,0.307,0.085,0.518,0.456,0.359,0.597,0.347,0.195,0.761,0.259,0.248226597,-0.011515049,0.766539175,0.012566641,,,,0,NA,NA,NA,NA,protein-coding,1
87,ZNF716,ENSG00000182111,0.36,1,0.2,0.353876596,0.581,0.007761265,0.025,0.835412934,0.158,0.750638885,0.106,0.495,0.592,0.109,0.553,0.348,0.343,0.62,0.292,0.688,-0.029,0.395,0.152,-0.275,0.951258169,-0.006573662,0.511083648,0.011827342,,,,0,NA,NA,NA,NA,NA,0
88,CCDC132,ENSG00000004766,0.49,0.542635659,0.221,0.109104526,0.603,0.008363748,0.272,0.139435353,-0.024,0.918576151,0.168,0.21,0.241,-0.035,0.218,0.119,0.303,-0.157,0.142,0.419,0.244,0.084,0.436,-0.678,0.720039685,0.003202255,0.843816322,0.001283728,,,,0,NA,NA,NA,NA,NA,0
89,ZNF679,,NA,NA,0.37,0.014425869,0.791,0.035307782,0.235,0.773114292,0.087,0.459260925,0.196,0.493,0.082,0.255,0.129,0.68,0.37,0.407,0.559,0.569,0.339,0.577,0.785,0.246,0.186926934,0.013458519,0.793129526,-0.006115886,,,,0,NA,NA,NA,NA,NA,0
90,BPGM,ENSG00000172331,0.5,0.513227513,0.29,0.083860833,0.822,0.009257577,0.291,0.529824251,0.32,0.398312257,-0.035,0.121,-0.067,0.129,-0.158,-0.195,0.246,-0.233,0.253,-0.076,0.244,0.175,-0.258,-0.384,0.000515063,-0.071279884,0.002016965,0.010529852,,,,0,NA,NA,NA,NA,NA,0
91,LSMEM1,ENSG00000181016,0.64,0.625,0.337,0.037972944,0.641,0.038674689,0.177,0.392641258,0.42,0.175545505,0.399,0.541,0.248,-0.181,0.562,0.435,0.325,0.293,0.46,-0.032,-0.123,0.213,0.299,0.498,0.857490672,0.005059499,0.024273145,0.020756509,,,,0,NA,NA,NA,NA,NA,0
92,TAC1,ENSG00000006128,0.53,1,0.145,0.168892281,0.542,0.020143646,-0.011,0.449486989,-0.009,0.91737353,0.527,0.425,0.428,0.367,0.041,-0.387,0.252,0.033,0.365,0.315,-0.111,0.112,0.519,0.091,0.32265141,-0.022607633,0.447804492,0.008174552,,,,0,NA,NA,NA,NA,NA,0
93,NME8,ENSG00000086288,0.35,0.555555556,0.4,0.02502361,0.517,0.029179887,-0.122,0.910087729,0.129,0.844667623,-0.098,0.267,-0.246,0.363,-0.12,0.212,-0.153,0.129,0.172,0.301,-0.385,0.188,0.306,-0.228,0.149143094,0.017938612,0.770989903,-0.008870453,,,,0,NA,NA,NA,NA,NA,0
94,STARD3NL,ENSG00000010270,0.54,0.45620915,0.528,0.030973349,0.201,0.436523593,0.411,0.183837981,0.003,0.979481118,-0.706,0.117,0.092,-0.012,0.721,-0.163,0.011,0.187,0.139,0.247,-0.044,0.066,0.166,-0.201,0.184103191,0.010695837,0.263000742,-0.005766329,,,,0,NA,NA,NA,NA,NA,0
95,AP4M1,ENSG00000221838,0.53,0.50591716,-0.419,0.991309669,-0.652,0.987747697,0.13,0.860495091,-0.191,0.781354598,0.018,-0.42,0.158,-0.048,0.305,-0.496,-0.041,-0.115,-0.401,-0.143,-0.283,-0.392,-0.229,-0.607,0.589886019,-7.19E-05,0.734948658,-0.006856489,,,,0,NA,NA,NA,NA,NA,0
96,CUX1,ENSG00000257923,0.48,0.452571194,-0.275,0.989305718,-0.46,0.367991084,0.047,0.714625829,-0.206,0.758410624,-0.232,-0.28,-0.358,-0.121,0.091,-0.47,-0.1,0.201,-0.568,-1.06,-0.457,-0.172,-0.539,-0.549,0.917689963,0.004360634,0.078849177,-0.015397294,,,,1,"endometrial, melanoma, colorectal, AML, MDS, other tumour types",,"oncogene, TSG","N,F,S,Mis,O,T",protein-coding,1
97,EEPD1,ENSG00000122547,0.52,0.52504817,-0.488,0.899597038,-0.982,0.678687205,-0.437,0.956797989,-0.475,0.881531247,-0.604,-0.535,-0.601,-0.402,-0.847,-0.514,-0.642,-0.201,-0.757,-0.714,-0.296,-0.688,-1.738,-0.428,0.095720632,-0.007274569,0.06545328,-0.028822334,,,,0,NA,NA,NA,NA,NA,0
98,PEG10,,NA,NA,-0.078,0.604073216,-0.11,0.895962622,0.137,0.505827088,0.003,0.851896614,-0.085,-0.204,-0.008,-0.064,-0.06,-0.628,-0.015,-0.259,-0.195,-0.445,-0.592,-0.172,0.031,-0.243,0.000975568,-0.109784726,0.017038851,-0.020952328,,,,0,NA,NA,NA,NA,NA,0
99,TRIM50,ENSG00000146755,0.51,0.525547445,0.054,0.461921853,0.006,0.721189036,0.059,0.881484469,-0.157,0.767567494,0.135,0.351,0.342,-0.329,0.202,0.034,-0.016,-0.119,0.134,0.034,0.169,0.268,-0.175,0.182,0.965975052,0.00912535,0.099253329,-0.027064378,,,,0,NA,NA,NA,NA,NA,0
100,FAM20C,ENSG00000177706,0.49,0.411764706,-0.048,0.84536582,-0.171,0.986576948,-0.059,0.997524868,-0.406,0.656463287,-0.328,-0.065,-0.681,0.039,0.052,0.04,-0.155,-0.137,-0.841,0.128,-0.148,0.171,-0.625,-0.246,0.222558802,0.03134373,0.035984821,-0.031732777,,,,0,NA,NA,NA,NA,NA,0
101,FIS1,ENSG00000214253,0.39,0.101449275,-1.177,0.004632934,-1.207,0.031029344,0.202,0.640811485,-1.331,0.004187384,0.012,-0.9,-0.077,0.213,-0.687,-1.112,-1.508,-0.359,-1.471,-0.334,-0.991,-0.844,-1.281,-2.369,0.603510749,-0.003536719,3.10E-07,-0.120500008,,,,0,NA,NA,NA,NA,NA,0
102,SLC4A2,ENSG00000164889,0.54,0.486419753,-0.879,0.178602633,-1.097,0.439900512,-0.361,0.65379606,-0.194,0.605594551,-0.941,-0.895,-0.908,-0.22,-0.961,-0.758,-0.824,-0.631,-0.937,-0.995,-0.895,-0.867,-0.323,-0.673,0.390097326,0.003960986,0.212333342,-0.029786805,,,,0,NA,NA,NA,NA,NA,0
103,KEL,ENSG00000197993,0.68,0.714285714,-0.036,0.700779585,-0.223,0.700999866,0.072,0.720584947,0.01,0.75318065,0.279,-0.04,0.002,0.142,0.003,-0.11,0.094,0.093,0.101,-0.108,0.044,-0.225,-0.103,-0.077,0.175620415,0.0039119,0.566850705,-0.01191825,,,,0,NA,NA,NA,NA,NA,0
104,CAV1,ENSG00000105974,0.43,0.777777778,0.269,0.105711916,-0.034,0.393672809,0.06,0.855243476,0.209,0.32193457,0.223,0.306,0.464,0.127,0.243,0.157,0.414,0.299,0.435,0.208,0.388,0.395,-0.162,0.429,0.139947455,-0.005355033,0.297206261,0.018616284,,,,0,NA,NA,NA,NA,protein-coding,1
105,PAX4,ENSG00000106331,1,NA,-0.105,0.856103294,-1.263,0.599537327,0.066,0.986827795,-0.246,0.582983834,-0.744,-0.255,-0.921,-0.482,0.002,-0.444,-0.137,-0.316,-0.866,-0.752,-0.107,-0.507,-0.822,-0.779,0.629092262,0.013478877,0.674842766,0.005513698,,,,0,NA,NA,NA,NA,protein-coding,1
106,KIAA1147,ENSG00000257093,0.57,0.507142857,0.15,0.649432064,-0.121,0.989987592,0.342,0.621604806,-0.032,0.999974701,-0.411,0.057,0.484,-0.024,0.155,-0.272,0.091,0.625,-0.436,-0.417,-0.372,-0.236,-0.413,0.062,0.162408814,-0.042791677,0.147909256,0.029923243,,,,0,NA,NA,NA,NA,NA,0
107,IMPDH1,ENSG00000106348,0.55,0.523181455,-0.037,0.823870216,-0.949,0.11585481,0.302,0.24268925,-0.16,0.841414485,-0.458,0.009,0.097,0.262,0.04,0.218,0.123,-0.352,-0.115,-0.056,-0.257,-0.277,-0.684,0.265,0.029373838,0.032443986,0.237923451,0.009734254,,,,0,NA,NA,NA,NA,NA,0
108,ATP6V0A4,ENSG00000105929,0.51,0.420091324,0.14,0.365146096,-0.12,0.606329269,0.295,0.261450736,0.154,0.394583795,-0.196,0.039,0.045,0.293,0.12,-0.017,-0.089,-0.415,0.054,-0.163,0.12,-0.077,-0.413,0.219,0.072147626,0.014108706,0.334994089,-0.004067049,,,,0,NA,NA,NA,NA,NA,0
109,CALD1,ENSG00000122786,0.48,0.533568905,-0.773,0.345638715,-1.073,0.552070392,-0.329,0.79589244,-0.626,0.743826912,-0.782,-1.066,-0.944,-0.547,-0.802,-0.837,-0.662,-0.576,-1.319,-1.207,-1.099,-1.007,-1.174,-0.985,0.526661677,-0.018181281,0.209676441,-0.005841978,,,,0,NA,NA,NA,NA,NA,0
110,CYP3A43,ENSG00000021461,0.51,0.307692308,0.287,0.053015293,0.234,0.468361469,0.296,0.347396661,0.322,0.285276025,0.137,0.117,0.587,-0.065,0.264,0.094,0.538,0.104,0.423,0.17,-0.381,0.142,0.04,0.296,0.340757121,-0.006343347,0.799872465,-0.01205656,,,,0,NA,NA,NA,NA,NA,0
111,DMTF1,ENSG00000135164,0.45,0.482469512,-0.191,0.975812332,-0.786,0.12384027,-0.166,0.787566808,0.175,0.741581331,0.031,-0.546,-0.15,-0.107,-0.631,0.296,-0.717,-0.719,0.107,0.2,-0.088,-0.251,-0.1,-0.512,0.453908974,-0.012844794,0.01149092,-0.010923905,,,,0,NA,NA,NA,NA,protein-coding,1
112,ELMO1,ENSG00000155849,0.52,0.450702165,-0.138,0.912801712,0.268,0.510315583,0.336,0.660450368,-0.037,0.822829631,-0.473,-0.193,0.26,-0.135,-0.115,-0.165,-0.045,-0.284,-0.018,-0.227,-0.032,-1.206,-0.241,-0.151,0.832934863,0.014722592,0.000390959,-0.043945688,,,,0,NA,NA,NA,NA,NA,0
113,EXOC4,ENSG00000131558,0.42,0.322663252,-0.982,0.003972207,-0.792,0.206797253,-0.443,0.508514004,-0.623,0.043742362,-0.15,-1.507,-1.116,-0.869,-0.271,-0.475,-1.002,-0.872,-0.685,-1.404,-0.24,-0.798,-1.449,-0.996,0.054802448,-0.010231167,0.00049222,-0.221043574,,,,0,NA,NA,NA,NA,NA,0
114,EZH2,ENSG00000106462,0.41,0.21182266,-1.6,0.029984967,-0.677,0.967618297,-0.015,0.902487815,-1.35,0.001421225,0.068,-0.215,-1.934,-1.947,-0.42,-0.381,-0.752,-0.665,-1.001,0.178,0.919,-1.706,-2.087,-1.605,0.798109366,-0.000227664,0.021933869,0.033730516,,,,1,DLBCL,,"oncogene, TSG",Mis,protein-coding,1
115,FGL2,ENSG00000127951,NA,NA,0.006,0.781041051,0.106,0.611271714,0.063,0.937369034,-0.115,0.905245428,0,0.2,0.226,-0.468,0.336,0.21,0.227,-0.179,0.241,-0.017,0.203,0.079,-0.073,0.167,0.08984806,0.007662963,0.516716892,0.009749636,,,,0,NA,NA,NA,NA,NA,0
116,GRB10,ENSG00000106070,0.54,0.511954993,-0.6,0.751945977,-0.483,0.973554967,-0.937,0.725855561,-0.712,0.422081065,-0.311,0.15,-0.682,-0.199,0.073,-0.67,0.025,-0.115,-0.003,-0.196,-0.159,0.633,-0.438,-0.065,4.61E-06,-0.089875949,0.014127101,0.032224931,,,,0,NA,NA,NA,NA,NA,0
117,GRM3,ENSG00000198822,0.49,0.53125,0.205,0.33873328,-0.286,0.654091158,0.074,0.765288324,-0.31,0.624415081,0.058,0.258,-0.664,-0.073,-0.184,-0.025,0.023,-0.006,0.123,0.151,-0.055,-0.024,-0.152,-0.203,0.596985752,-0.014770316,0.751907076,-0.01993473,,,,2,"melanoma, oral SCC",,oncogene,"Mis, A",NA,0
118,HOXA1,ENSG00000105991,0.35,0.365384615,-0.098,0.989177719,0.029,0.568323213,-0.054,0.952265507,-0.141,0.877506714,-0.053,0.288,-0.188,-0.004,-0.341,-0.222,-0.137,-0.166,-0.236,0.23,-0.341,-0.065,0.197,-0.09,0.481761605,-0.017117568,0.085674524,-0.015636938,,,,0,NA,NA,NA,NA,NA,0
119,KDELR2,ENSG00000136240,0.53,0.531073446,0.278,0.084632119,0.096,0.751128352,0.149,0.225521823,0.23,0.408151167,-0.353,0.039,0.391,-0.201,-0.105,-0.594,0.218,-0.191,0.114,0.572,-0.515,-0.033,-0.367,-0.079,0.546761469,0.006374347,0.194339469,0.000987069,,,,0,NA,NA,NA,NA,NA,0
120,KIAA0895,ENSG00000164542,0.53,0.512547529,0.044,0.692251634,0.312,0.225687696,0.239,0.590813861,0.027,0.625926721,0.133,0.002,0.602,-0.117,-0.001,0.108,0.28,0.243,0.172,0.212,-0.265,-0.016,-0.085,0.167,0.092950285,0.020418815,0.000161688,-0.05352848,,,,0,NA,NA,NA,NA,NA,0
121,MNX1,ENSG00000130675,0.54,0.533333333,0.18,0.717585715,-0.665,0.803454253,0.047,0.847325808,-0.359,0.857523529,-0.334,0.095,-0.285,-0.082,-0.175,-0.083,0.048,0.381,-0.452,-0.112,-0.917,-0.139,-0.182,-0.536,0.267206493,0.01184993,0.064479803,0.027007141,,,,2,AML,,fusion,T,NA,0
122,NOD1,ENSG00000106100,0.52,0.508139535,0.171,0.474793687,-0.499,0.881344799,0.23,0.509865394,-0.078,0.73043234,0.273,-0.244,-0.045,-0.368,0.013,0.082,0.017,0.026,-0.004,0.058,-0.221,-0.255,-0.185,-0.201,0.988187504,0.000535071,0.653696046,-0.011951058,,,,0,NA,NA,NA,NA,NA,0
123,NSUN5,ENSG00000130305,0.42,0.407725322,-0.365,0.930891504,-0.607,0.028646899,0.002,0.949019949,-0.247,0.826259053,-0.578,-0.192,-0.767,-0.234,-0.33,-0.19,-0.175,-0.714,-0.748,-0.364,-0.442,-0.377,-0.991,-0.576,0.98421827,-0.006408474,0.322590332,-0.015991809,,,,0,NA,NA,NA,NA,NA,0
124,PDE1C,ENSG00000154678,0.49,0.485266059,-0.075,0.93969712,-0.116,0.982555315,-0.066,0.927083033,0.058,0.898335925,0.427,-0.332,-0.8,-0.424,-0.147,-0.703,-0.411,0.199,-0.224,0.025,-0.307,-0.484,-0.159,-0.309,0.910713017,-0.004862777,0.740321293,0.007708942,,,,0,NA,NA,NA,NA,NA,0
125,PLXNA4,ENSG00000221866,0.48,0.50326353,0.11,0.528369498,-0.081,0.952611872,0.348,0.44964411,0.19,0.439249909,0.128,0.724,0.38,0.068,0.298,0.175,0.417,-0.217,0.119,0.01,-0.507,0.218,0.369,0.085,0.502265309,-0.006003206,0.895619251,-0.064769584,,,,0,NA,NA,NA,NA,NA,0
126,POR,ENSG00000127948,0.47,0.557142857,-0.464,0.163890564,-0.725,0.601749039,0.184,0.315032323,-0.249,0.837640194,-0.484,-0.074,-0.271,-0.769,-0.142,-0.293,-0.528,-0.67,-0.662,-0.387,-0.143,0.064,-0.688,-0.039,0.105435246,0.027783926,0.191056954,-0.013583302,,,,0,NA,NA,NA,NA,NA,0
127,RHEB,ENSG00000106615,0.23,0.451086957,-1.027,0.006370052,-1.639,0.000637117,-1.245,0.003733867,-1.615,0.010801166,-1.179,-0.75,-2.791,-1.658,-0.743,-0.787,-1.064,-1.409,-1.245,-1.306,-0.986,-1,-1.251,-3.648,0.749857547,0.006239116,0.01089519,-0.042773413,,,,0,NA,NA,NA,NA,NA,0
128,SEMA3E,ENSG00000170381,0.5,0.534351145,0.075,0.317661571,-0.234,0.878239092,-0.043,0.819108953,-0.324,0.581393101,-0.221,-0.102,0.169,0.027,0.257,0.171,0.429,0.049,0.509,0.141,-0.143,0.134,0.15,0.18,0.169817851,0.009488235,0.933273131,0.00301734,,,,0,NA,NA,NA,NA,NA,0
129,TAF6,ENSG00000106290,0.28,0.209424084,-2.01,0.010965109,-2.181,0.033767373,-1.807,0.033303634,-1.355,0.020046161,-2.2,-2.382,-2.94,-2.177,-1.287,-2.036,-2.754,-2.527,-3.009,-2.329,-1.548,-1.948,-2.449,-3.487,0.29818684,0.007912358,0.002746053,-0.152134375,,,,0,NA,NA,NA,NA,NA,0
130,TAS2R38,ENSG00000257138,NA,NA,0.339,0.118845285,0.122,0.683586446,0.267,0.385226082,-0.086,0.411357139,-0.242,0.446,0.368,0.297,0.278,0.183,0.295,0.104,0.229,-0.045,-0.676,-0.084,0.001,-0.049,0.791777156,0.007790692,0.564880156,0.010434969,,,,0,NA,NA,NA,NA,NA,0
131,TBRG4,ENSG00000136270,0.43,0.439759036,-1.041,0.145294111,-0.719,0.72986829,-0.666,0.073698103,-1.138,0.044770109,-1.73,-0.328,0.53,-1.158,-0.706,-1,-0.64,-0.409,-0.805,-0.623,-1.467,-0.582,-0.806,-1.521,0.455500983,0.01162365,3.68E-05,-0.121940284,,,,0,NA,NA,NA,NA,NA,0
132,TRIM56,ENSG00000169871,0.47,0.426573427,-0.016,0.405122817,-0.269,0.779973903,0.225,0.157822357,0.182,0.483358867,0.033,0.162,-0.023,0.047,0.073,0.033,-0.07,0.073,-0.11,-0.142,-0.133,0.068,-0.049,0.413,0.638489309,-0.00807744,0.125452081,-0.020345319,,,,0,NA,NA,NA,NA,NA,0
133,TTYH3,ENSG00000136295,0.53,0.52238806,0.056,0.433754713,-0.51,0.549183509,0.055,0.801558229,-0.43,0.355761318,-0.835,-0.38,-0.223,-0.418,-0.455,-0.422,-0.686,-0.518,-0.201,0.079,-0.133,-0.465,-0.887,-0.171,0.199567491,0.00520451,0.354773296,-0.053276695,,,,0,NA,NA,NA,NA,NA,0
134,ZCWPW1,ENSG00000078487,0.51,0.493943472,-0.11,0.756921227,0.175,0.52379186,0.258,0.508074975,-0.159,0.999974701,0.039,-0.099,0.187,0.067,0.079,0.151,0.357,-0.199,-0.094,-0.304,-0.346,0.08,-0.361,0.164,0.099999674,-0.023980386,0.559149526,0.005856753,,,,0,NA,NA,NA,NA,NA,0
135,ZNF212,ENSG00000170260,0.53,0.5,-0.137,0.639076219,-0.652,0.134487072,0.022,0.985588591,-0.088,0.647911776,-0.115,-0.181,-0.729,-0.181,-0.617,-0.684,-0.085,0.164,-0.31,-0.133,-0.12,-0.323,-0.376,-0.512,0.667239055,0.006122203,0.121586797,0.012234789,,,,0,NA,NA,NA,NA,NA,0
136,ZNF655,ENSG00000197343,0.47,0.483375959,0.239,0.42109946,0.139,0.514560062,-0.007,0.836939537,0.271,0.523394305,0.104,0.103,0.089,0.528,-0.104,0.347,0.333,0.023,0.176,0.057,0.178,0.147,0.462,0.371,0.195387534,0.012002784,0.397727876,-0.006745328,,,,0,NA,NA,NA,NA,NA,0
137,WIPI2,ENSG00000157954,0.49,0.494747899,-0.681,0.034704695,0.057,0.596087225,0.305,0.528989688,-0.223,0.898452302,-1.51,-0.283,-0.251,0.064,-0.23,0.316,0.011,0.063,-0.229,-0.257,-0.139,-1.127,-0.243,-0.055,0.122445576,0.011792023,0.706828971,0.01021568,,,,0,NA,NA,NA,NA,NA,0
138,CYP3A4,ENSG00000160868,0.42,0.428571429,0.211,0.488666815,0.487,0.047334606,0.421,0.028808351,0.421,0.056667829,0.268,0.35,0.501,-0.014,0.414,0.394,0.486,-0.435,0.143,-0.091,0.434,0.297,0.525,0.161,0.981638951,-0.004545169,0.345165147,0.018504246,,,,0,NA,NA,NA,NA,NA,0
139,TSC22D4,ENSG00000166925,0.46,0.46332737,-0.231,0.400884764,-0.285,0.938184618,0.3,0.165880742,0.332,0.205815694,-0.243,-0.362,-0.306,-0.034,-0.963,-1.272,-0.538,-0.896,-0.423,-0.445,-0.26,-0.441,-0.688,-0.539,0.124373201,-0.007798365,0.038028463,-0.010763573,,,,0,NA,NA,NA,NA,NA,0
140,RP9,ENSG00000164610,0.53,0.533333333,0.134,0.349662676,0.144,0.352332325,0.292,0.427971511,-0.049,0.946855343,0.04,0.635,0.437,-0.032,0.218,0.58,0.472,0.107,0.258,0.647,0.314,0.499,0.125,0.288,0.478116265,-0.004880202,0.77946698,-0.075183025,,,,0,NA,NA,NA,NA,NA,0
141,TSPAN13,ENSG00000106537,0.5,0.505617978,0.216,0.335696541,0.283,0.291165854,0.297,0.266176523,-0.21,0.868029179,-0.365,0.379,-0.048,-0.166,0.295,0.024,0.102,-0.094,-0.075,0.248,-0.039,0.144,0.398,0.025,0.702130532,0.003912848,0.367778348,0.001447587,,,,0,NA,NA,NA,NA,protein-coding,1
142,CHST12,ENSG00000136213,0.5,0.46692112,0.241,0.253921016,-0.087,0.832541481,-0.251,0.998786865,-0.185,0.69434452,-0.024,0.11,-0.478,-0.112,-0.118,-0.446,0.145,-0.108,-0.299,-0.036,-0.133,0.101,0.166,-0.421,0.479208281,-0.007984018,0.252952517,-0.025539045,,,,0,NA,NA,NA,NA,NA,0
143,PRKAR2B,ENSG00000005249,0.51,0.469936709,0.104,0.614395155,-0.379,0.360983236,0.061,0.741967323,-0.129,0.877420651,0.074,0.082,0.322,-0.389,-0.11,-0.444,-0.087,-0.476,0.196,-0.231,-0.215,-0.257,0.093,-0.376,0.692804099,0.000330793,0.705314076,-0.016484085,,,,0,NA,NA,NA,NA,NA,0
144,SNX8,ENSG00000106266,0.53,0.555970149,-0.016,0.781867015,-0.31,0.598298342,-0.095,0.849817122,-0.674,0.296226516,-0.001,-0.185,-0.699,-0.478,-0.446,-0.188,-0.234,-0.186,-0.765,0.066,-0.887,-0.566,-0.525,-0.335,0.722234512,0.004521041,0.678890482,-0.000879487,,,,0,NA,NA,NA,NA,NA,0
145,MEOX2,ENSG00000106511,0.5,0.578947368,0.218,0.198526416,0.273,0.078856867,0.45,0.016430479,0.283,0.394583795,0.051,0.241,0.064,-0.051,-0.2,0.136,-0.004,-0.255,-0.286,0.46,-0.031,-0.07,-0.106,0.073,0.17312372,0.010049297,0.021533317,0.022068192,,,,0,NA,NA,NA,NA,NA,0
146,IRF5,ENSG00000128604,0.58,0.508703619,-0.189,0.650420669,-0.659,0.26487372,0.328,0.208151816,-0.144,0.981285787,0.259,0.3,0.193,-0.234,-0.236,0.043,0.216,-0.061,-0.119,-0.011,-0.168,-0.262,-0.854,0.167,0.716945437,-0.080557746,0.58833985,0.007845234,,,,0,NA,NA,NA,NA,protein-coding,1
